polish,english,example,grammatical_type
przedstawiać,to present (repeated),,
przedstawiciel,representative/agent,,
przedstawienie,performance/show,,
przedstawiony,introduced/depicted,,
przedstawić,to present (once),,
przedwczoraj,the day before yesterday,,
przedyskutować,to discuss (once),,
przedział,train compartment,,
przegapiać,to miss (repeated),,
przegapić,to miss (once),,
przeglądać,to skim over (repeated),,
przegrać,to lose (once),,
przegrywać,to lose (repeated),,
przejażdżka,a drive/ride II (e.g. car/bike),,
przejmować,to take over (repeated),,
przejrzeć,to skim over (once),,
przejąć,to take over (once),,
przejście,crossing/passage,,
przejściowy,transitional/transient/temporary,,
przejść,to cross (once),,
przekaz (pieniężny),(money) order,,
przekazać,"to hand over, to pass on (once)",,
przekazywać,"to hand over, to pass on (repeated)",,
przekonanie,belief/conviction,,
przekonać,to convince (once),,
przekonywać,to convince (repeated),,
przekraczać,to cross/exceed (repeated),,
przekroczyć,to cross/exceed (once),,
przekroisz (przekroić),You will cut in half,,
przekroić,to cut in half (once),,
przekroję (przekroić),I will cut in half,,
przekrój (przekroić),Cut in half! (once),,
przekręcać,to turn/rotate (repeated),,
przekręcić,to turn/rotate (once),,
przekształcać,to reshape (repeated),,
przekształcić,to reshape (once),,
przekąska,snack,,
przelać pieniądze,to transfer money (once),,
przelewać pieniądze,to transfer money (repeated),,
przemakać,to get soaked (repeated),,
przemoc,violence,,
przemoknięty,soaked/drenched,,
przemoknąć,to get soaked (once),,
przemysł,industry,,
przemówienie,speech,,
przemęczać,to strain (repeated),,
przemęczyć,to strain (once),,
przenikać,to penetrate (repeated),,
przeniknąć,to penetrate (once),,
przepaść,precipice/chasm/gulf/abyss,,
przepis,recipe,,
przeplatać,to intersperse/intermingle (repeated),,
przepleść,to intersperse/intermingle (once),,
przeprowadzać,to perform/conduct (repeated),,
przeprowadzać się,to relocate oneself (repeated),,
przeprowadzić,to perform/conduct (once),,
przeprowadzić się,to relocate oneself (once),,
przeprowadzka,move/removal,,
przepływ,flow,,
przerażający,terrifying/horrifying,,
przerażony,terrified,,
przerwa,break,,
przerwać,to interupt/discontinue (once),,
przerwiesz (przerwać),You will interupt/discontinue,,
przerwę (przerwać),I will interupt/discontinue,,
przerywać,to interupt/discontinue (repeated),,
przesada,exaggeration,,
przesadzać,to exaggerate (repeated),,
przesadzić,to exaggerate (once),,
przesiadać się,to change seats (repeated),,
przesilenie,solstice/crisis,,
przesiąść się,to change seats (once),,
przestawać,to stop doing (repeated),,
przestać,to stop doing (once),,
przestraszać się,to be frightened (repeated),,
przestraszyć się,to be frightened (once),,
przestrzeń,space/clearance,,
przestępca,criminal,,
przestępstwo,crime,,
przesuniesz (przesunąć),You will move/shift,,
przesunąć,to move/shift (once),,
przesunę (przesunąć),I will move/shift,,
przesuwać,to move/shift (repeated),,
przeszkadzać,to disturb (repeated),,
przeszkoda,obstacle,,
przeszkodzić,to disturb (once),,
przesłanie,message,,
przesłuchać,to interrogate/question (once),,
przesłuchiwać,to interrogate/question (repeated),,
przetrwać,to survive,,
przewaga,advantage/superiority,,
przewidywać,to predict/forecast/foresee (repeated),,
przewidzieć,to predict/forecast/foresee (once),,
przewijać,to fast-forward/rewind (repeated),,
przewinąć,to fast-forward/rewind (once),,
przewiązać,to tie up (once),,
przewiązywać,to tie up (repeated),,
przewód,electronic wire,,
przeziębiony,having a cold,,
przeznaczać,to destine (repeated),,
przeznaczyć,to destine (once),,
przezroczysty,transparent,,
przełom,breakthrough,,
przełożony,boss/supervisor/superior,,
przeżywać,to live through or experience (repeated),,
przeżyć,to live through or experience (once),,
przodek,ancestor,,
przybierać na czymś,to gain in something (repeated),,
przybrany,adoptive/foster,,
przybrać na czymś,to gain in something (once),,
przybysz,newcomer,,
przychodzić,to come/arrive (on foot) (repeated),,
przycisk,button (tech),,
przyczyna,cause/reason,,
przydatny,useful,,
przydawać się,to come in useful (repeated),,
przydać się,to come in useful (once),,
przygarniać,to take in (repeated),,
przygarnąć,to take in (once),,
przyglądać się,to observe (repeated),,
przygnębiony,depressed/down,,
przygotowanie,preparation,,
przygotowany,prepared,,
przygotować,to prepare (once),,
przygotowywać,to prepare (repeated),,
przyimek,preposition,,
przyjazny,friendly,,
przyjdziesz (przyjść),You will come/arrive (on foot),,
przyjdę (przyjść),I will come/arrive (on foot),,
przyjdź (przyjść),Come! (on foot) (once),,
przyjechać,to arrive (by vehicle) (once),,
przyjemność,pleasure,,
przyjeżdżać,to arrive (by vehicle) (repeated),,
przyjmować,to accept (repeated),,
przyjrzeć się,to observe (once),,
przyjąć,to accept (once),,
przyjęcie,party,,
przyjęty,accepted,,
przyjść,to come/arrive (on foot) (once),,
przykro mi,I'm sorry,,
przykrość,distress,,
przykrywać,to cover (repeated),,
przykryć,to cover (once),,
przykładać się do czegoś,to apply oneself to something (repeated),,
przymierzać,to try on (repeated),,
przymierzyć,to try on (once),,
przymiotnik,adjective,,
przynajmniej,at least,,
przyniesiesz (przynieść),You will bring (on foot),,
przynieś (przynieść),Bring! (on foot) (once),,
przynieść,to bring (on foot) (once),,
przyniosę (przynieść),I will bring (on foot),,
przynosisz (przynosić),You are bringing (on foot),,
przynosić,to bring (on foot) (repeated),,
przynoszę (przynosić),I am bringing (on foot),,
przynoś (przynosić),Bring! (on foot) (repeated),,
przypadek,"accident (as in, coincidence)",,
przypinać się,to strap oneself (repeated),,
przypiąć się,to strap oneself (once),,
przypniesz się (przypiąć się),You will strap yourself,,
przypnę się (przypiąć się),I will strap myself,,
przypominać sobie,to recall/remember (repeated),,
przypomnieć sobie,to recall/remember (once),,
przyprowadzać,to bring (repeated),,
przyprowadzić,to bring (once),,
przypuszczać,to suppose/assume,,
przypuszczenie,supposition/assumption,,
przypływ,high tide,,
przyroda,nature,,
przyrzec,to promise II (once),,
przyrzekać,to promise II (repeated),,
przyrzekniesz (przyrzec),You will promise,,
przyrzeknę (przyrzec),I will promise,,
przysięga,oath/swearing,,
przyspieszać,to accelerate (repeated),,
przyspieszyć,to accelerate (once),,
przystanek,bus/tram stop,,
przystawka,starter,,
przystosować,to adjust/adapt (once),,
przystosowywać,to adjust/adapt (repeated),,
przyszły,coming/future,,
przysłuchać się,to listen in (once),,
przysłuchiwać się,to listen in (repeated),,
przysługa,favour,,
przysłówek,adverb,,
przytomność,consciousness,,
przytrafiać się,to (be)chance (repeated),,
przytrafić się,to (be)chance (once),,
przytul (przytulić),Hug/cuddle! (once),,
przytulaj (przytulać),Hug/cuddle! (repeated),,
przytulam (przytulać),I am hugging/cuddling,,
przytulasz (przytulać),You are hugging/cuddling,,
przytulać,to hug/cuddle (repeated),,
przytulisz (przytulić),You will hug/cuddle,,
przytulić,to hug/cuddle (once),,
przytulny,cosy/snug,,
przytulę (przytulić),I will hug/cuddle,,
przytułek,poorhouse or shelter,,
przytwierdzać,to attach (repeated),,
przytwierdzić,to attach (once),,
przytyć,to gain weight (once),,
przywitać,to welcome (once),,
przywracać,to restore (repeated),,
przywrócić,to restore (once),,
przywódca,leader,,
przyznawać się,"to confess to, to own up to (repeated)",,
przyznać się,"to confess to, to own up to (once)",,
przyzwolenie,consent,,
przyzwyczaisz (przyzwyczaić),You will get accustomed,,
przyzwyczaić,to get accustomed (once),,
przyzwyczajać,to get accustomed (repeated),,
przyzwyczajenie,habit,,
przyzwyczajony,accustomed,,
przyzwyczaję (przyzwyczaić),I will get accustomed,,
przyłożyć się do czegoś,to apply oneself to something (once),,
przyłączać się,to join I (repeated),,
przyłączyć się,to join I (once),,
przyśnić się,to dream about (once),,
próba,try,,
prąd,electricity,,
prędkość,speed,,
psotnik,prankster,,
psuć,to break/spoil/ruin (repeated),,
psychiczny,psychic,,
psychika,psyche,,
publicysta,columnist,,
pudełko,box,,
pustka,emptiness,,
pustynia,desert,,
puszcza,primeval forest,,
puszczać,to let go (repeated),,
puszysty,fluffy,,
pułapka,trap,,
puścić,to let go (once),,
pójdziesz (pójść),You will go,,
pójdę (pójść),I will go,,
pójdź (pójść),Go! (once),,
pół miliona,half a million,,
pół tysiąca,half a thousand,,
półka,shelf,,
północ,north,,
później,later,,
pęczniejesz (pęcznieć),You are swelling,,
pęcznieję (pęcznieć),I am swelling,,
pęcznieć,to swell (repeated),,
pękać,to crack (repeated),,
pęknięty,cracked,,
pęknąć,to crack (once),,
płacisz (płacić),You are paying (for),,
płacić,to pay (for) (repeated),,
płacę (płacić),I am paying (for),,
płaski,flat,,
płać (płacić),Pay! (repeated),,
płeć,sex,,
płodność,fertility,,
płomień,flame,,
płucz (płukać),Rinse! (repeated),,
płuczesz (płukać),You are rinsing,,
płuczę (płukać),I am rinsing,,
płukać,to rinse (repeated),,
płyn,liquid,,
płynnie,fluently/smoothly,,
rada,advice,,
radosny,joyful,,
raj,paradise,,
ramię,arm/shoulder,,
ramka,frame,,
randka,date (romantic),,
ranisz (ranić),You are wounding/hurting,,
ranić,to wound/hurt (repeated),,
ranię (ranić),I am wounding/hurting,,
rata,instalment,,
ratować,to rescue/save I (repeated),,
ratunek,rescue/help,,
ratusz,town/city hall,,
rań (ranić),Wound/hurt! (repeated),,
reagować,to react (repeated),,
recenzja,review,,
recepta,prescription,,
redagować,to edit (repeated),,
reguła,rule,,
rejestrować,to register (repeated),,
rejon,region,,
rekin,shark,,
reklamacja,complaint II,,
remis,(a) draw,,
rewanż,rematch (revenge),,
robak,bug,,
rocznica,anniversary,,
roczny,annual/yearly,,
rodzaj,type,,
rodzeństwo,siblings,,
rodzić,to give birth to (repeated),,
rondo,roundabout,,
rosnąć,to grow (repeated),,
rosnę (rosnąć),I am growing,,
rowerzysta,cyclist,,
rowerzyści,cyclists,,
rozbawiać,to amuse (repeated),,
rozbawić,to amuse (once),,
rozbierać,to undress (repeated),,
rozbijać,to break/shatter (repeated),,
rozbić,to break/shatter (once),,
rozbrykany,frisky,,
rozczarowany,disappointed,,
rozczarować się,to be disappointed (once),,
rozczarowywać się,to be disappointed (repeated),,
rozdział,chapter,,
rozebrać,to undress (once),,
rozejrzeć się,to look around (once),,
roześmiać się,to laugh out loud,,
rozgarnięty,sharp-witted,,
rozglądać się,to look around (repeated),,
rozgniewać się,to be angry (once),,
rozkaz,order/command,,
rozkazujący,commanding/imperative,,
rozkosz,pleasure/delight,,
rozkwitać,to blossom/flourish (repeated),,
rozkwitnąć,to blossom/flourish (once),,
rozkład,decomposition,,
rozlec się,to ring out (once),,
rozlegać się,to ring out (repeated),,
rozlegniesz się (rozlec się),You will ring out,,
rozlegnę się (rozlec się),I will ring out,,
rozmaity,various,,
rozmazać,to smear/smudge (once),,
rozmazywać,to smear/smudge (repeated),,
rozmażesz (rozmazać),You will smear/smudge,,
rozmażę (rozmazać),I will smear/smudge,,
rozmowa,conversation/dialog/chat,,
rozpacz,despair,,
rozpaczliwy,desperate,,
rozpoczynać się,to begin/commence (repeated),,
rozpocząć się,to begin/commence (once),,
rozpoznawać,to recognize/identify/diagnose (repeated),,
rozpoznać,to recognize/identify/diagnose (once),,
rozprawa,trial/hearing,,
rozpędzać,to speed up (repeated),,
rozpędzić,to speed up (once),,
rozrastać się,to grow/spread (repeated),,
rozrosnąć się,to grow/spread (once),,
rozruch,startup/starting,,
rozrywka,entertainment,,
rozrzucać,to scatter/spread (repeated),,
rozrzucisz (rozrzucić),You will scatter/spread,,
rozrzucić,to scatter/spread (once),,
rozrzucę (rozrzucić),I will scatter/spread,,
rozstanie,parting/split-up,,
rozstawać się,to part/split with (repeated),,
rozstać się,to part/split with (once),,
rozstrzelać,to execute by shooting (once),,
rozstrzeliwać,to execute by shooting (repeated),,
rozsypać,to spill/disperse (once),,
rozsypywać,to spill/disperse (repeated),,
rozszyfrować,to decode/decipher (once),,
rozszyfrowywać,to decode/decipher (repeated),,
rozsądek,sense,,
rozsądny,sensible/wise,,
roztapiać,to melt (repeated),,
roztargnienie,absent-mindedness,,
roztopić,to melt (once),,
roztrwonić,to squander (once),,
roztrzepany,scatterbrained,,
roztrącać,to jostle (repeated),,
roztrącić,to jostle (once),,
rozważać,to weigh up (repeated),,
rozważyć,to weigh up (once),,
rozwiać,to clear/disperse (once),,
rozwiejesz (rozwiać),You will clear/disperse,,
rozwieję (rozwiać),I will clear/disperse,,
rozwiewać,to clear/disperse (repeated),,
rozwijaj się (rozwijać się),Improve/develop! (repeated),,
rozwijam się (rozwijać się),I am improving/developing,,
rozwijasz się (rozwijać się),You are improving/developing,,
rozwijać się,to improve/develop (repeated),,
rozwiniesz się (rozwinąć się),You will improve/develop,,
rozwinąć się,to improve/develop (once),,
rozwinę się (rozwinąć się),I will improve/develop,,
rozwiązanie,solution,,
rozwiązać,to solve I (once),,
rozwiązujesz (rozwiązywać),You are solving,,
rozwiązuję (rozwiązywać),I am solving,,
rozwiązywać,to solve I (repeated),,
rozwiń się (rozwinąć się),Improve/develop! (once),,
rozwód,divorce,,
rozwój,development/progress,,
rozzłościć,to anger (once),,
rozładować,to unload (once),,
rozładowywać,to unload (repeated),,
roślina,plant,,
rośniesz (rosnąć),You are growing,,
rośnij (rosnąć),Grow! (repeated),,
rubryka,blank or section,,
ruch,movement,,
rumienić się,to blush (repeated),,
rycerz,knight,,
ryknąć,to roar/bray/bellow (once),,
ryrzeć,to roar/bray/bellow (repeated),,
rysunek,drawing,,
ryzyko,risk,,
rzeczownik,noun,,
rzeczywistość,reality,,
rzeka,river,,
rzekomo,allegedly,,
rzemiosło,craft/trade,,
rześki,brisk/fresh,,
rzeźnia,abattoir,,
rzeźnik,butcher,,
rzucać,to throw (repeated),,
rzucić,to throw (once),,
rząd,government or row,,
rządzić,to govern,,
rzęsa,eyelash,,
ród,family/kin/tribe,,
również,also,,
równik,equator,,
równina,plain,,
równoczesny,simultaneous,,
równocześnie,simultaneously,,
równouprawnienie,equal rights (equality),,
równowaga,balance,,
równość,equality,,
równy,flat/level/even/equal,,
różnica,difference,,
różnić się,to differ,,
różnorodność,variety,,
różny,different/diverse,,
ręcznie,by hand,,
rękaw,sleeve,,
sad,orchard,,
samobójczy,suicidal,,
samobójstwo,suicide,,
samodzielność,autonomy,,
samolubny,selfish,,
samopoczucie,mood II,,
samotność,loneliness,,
schodzić,to descend (repeated),,
schorowany,ailing/diseased,,
schudnąć,to loose weight (once),,
schylać,to bend down (repeated),,
schylić,to bend down (once),,
sedes,toilet seat,,
senny,drowsy/sleepy/soporific,,
serio,seriously,,
siadać,to sit down (repeated),,
siano,hay,,
siedzenie,seat,,
siedziba,headquarters,,
siedzieć,to sit,,
siedzisz (siedzieć),You are sitting,,
siedzę (siedzieć),I am sitting,,
siedź (siedzieć),Sit!,,
siekiera,small axe or hatchet,,
sierociniec,orphanage,,
sierpień,August,,
sierść,fur,,
sieć,fishing net,,
silnik,motor/engine,,
siądziesz (siąść),You will sit,,
siądę (siąść),I will sit,,
siądź (siąść),Sit down! (once),,
siąść,to sit down (once),,
skala,scale,,
skaleczyć się czymś,to cut oneself with something (once),,
skarpa,scarp/escarpment,,
skarżyć się na kogoś/coś,to complain about somebody/something (repeated),,
skazany,sentenced/convicted,,
skała,rock,,
skierowany,aimed/directed,,
skojarzenie,association,,
skojarzyć się,to be associated/reminded (once),,
skonany,knackered,,
skoro,since/as,,
skorumpować,to corrupt (once),,
skorupa,crust/shell,,
skorzystać,to benefit from (once),,
skracać,to shorten (repeated),,
skrajny,extreme,,
skrawek,scrap/patch,,
skromny,humble/modest,,
skruszony,apologetic/repentant,,
skrytykować,to criticise (once),,
skrzydło,wing,,
skrzynia,chest,,
skrzypce,violin,,
skrzyżowanie,junction/crossing/crossroads,,
skrócić,to shorten (once),,
skrót,abbreviation/short-cut,,
skręcać,to twist (repeated),,
skręcić,to twist (once),,
skrępować,to embarrass II (once),,
skulić,to hunch (once),,
skupiać się,to concentrate (repeated),,
skupić się,to concentrate (once),,
skusić,to tempt/entice (once),,
skuteczny,effective,,
skutek,consequence/result/effect,,
skórzany,leather,,
skądże,not at all,,
skąpy,miserly/stingy,,
skład,composition,,
składnia,syntax,,
składnik,component/element/ingredient,,
skłamać,to lie (once),,
skłonność,tendency/propensity/vulnerability,,
smarować,to spread/rub/grease/smear (repeated),,
smażyć,to fry (repeated),,
smucisz się (smucić się),You are saddened,,
smucić się,to be sad (repeated),,
smucę się (smucić się),I am saddened,,
smutek,sorrow,,
smycz,lead/leash,,
soczewica,lentil,,
soczysty,juicy,,
sonda,opinion poll,,
spadać,to fall/drop (repeated),,
spalać,to burn (repeated),,
spalenizna,the smell of burning,,
spalić,to burn (once),,
spalony,burnt/scorched,,
spaść,to fall/drop (once),,
spełniać,to fulfil or carry out (repeated),,
spełnić,to fulfil or carry out (once),,
splunąć,to spit at (once),,
spluwać,to spit at (repeated),,
spodziewać się,to expect,,
spoglądać,to glance (repeated),,
spojrzenie,glance,,
spojrzeć,to glance (once),,
spontaniczność,spontaneity,,
spontaniczny,spontaneous,,
sporo,a good/great deal,,
sposób,way/method/approach,,
spowiedź,confession,,
spowodować,to cause I (once),,
społeczeństwo,society,,
społeczny,social/societal,,
spośród,from among,,
spożywczy,food/grocery,,
spragniony,thirsty,,
sprawdzać,to check/verify/confirm (repeated),,
sprawdzić,to check/verify/confirm (once),,
sprawiać,to cause II (repeated),,
sprawiedliwość,justice,,
sprawić,to cause II (once),,
sprowadzać,to fetch (repeated),,
sprowadzić,to fetch (once),,
sprytny,cunning/shrewd,,
sprzeczny,conflicting/contradictory,,
sprzed,in front/before,,
sprzedawać,to sell (repeated),,
sprzedać,to sell (once),,
sprzedaż,sale,,
sprzątacz,cleaner,,
sprzątać,to clean (repeated),,
sprzątnąć,to clean (once),,
sprzęt,equipment,,
spychać,to drive back (repeated),,
spójnik,conjunction,,
spóźniać się,to be late (repeated),,
spóźnić się,to be late (once),,
spłacać,to pay off (repeated),,
spłacić,to pay off (once),,
spłata,repayment,,
spłukać,to rinse/flush (once),,
spłukiwać,to rinse/flush (repeated),,
spłynąć,to flow down (once),,
spływać,to flow down (repeated),,
ssak,mammal,,
stacyjka,ignition,,
stadion,stadium,,
stado,herd/pack/flock,,
stajnia,stable,,
stamtąd,from there,,
stan,state/condition,,
stanieć,to become cheaper (once),,
stanowczo,firmly/flatly/categorically,,
stanowisko,post/position,,
staranny,careful,,
starczać,to suffice (repeated),,
starczyć,to suffice (once),,
starość,old age,,
starożytny,ancient,,
stawać się,to become/happen (repeated),,
stać się,to become/happen (once),,
stały,regular/steady/stable/fixed,,
staż,training/internship,,
stodoła,barn,,
stolarz,carpenter/joiner,,
stopnieć,to thaw (once),,
stosunek,relation/attitude,,
stowarzyszenie,association/society,,
strata,"loss I (e.g. of life, time or money)",,
strażnica,watchtower,,
strefa,zone,,
streszczenie,summary,,
stromy,steep,,
strugać,to carve (repeated),,
strzał,shot,,
strzała,arrow (weapon),,
strzałka,arrow (pointer),,
strzelanina,shooting,,
strzelać,to shoot/fire (repeated),,
strzelisz (strzelić),You will shoot/fire,,
strzelić,to shoot/fire (once),,
strzelę (strzelić),I will shoot/fire,,
strzepnąć,to flick/brush (once),,
strzepujesz (strzepywać),You are flicking/brushing,,
strzepuję (strzepywać),I am flicking/brushing,,
strzepywać,to flick/brush (repeated),,
strzykawka,syringe,,
studnia,well,,
stwierdzenie,assertion/statement,,
stwierdzić,to assert/claim (once),,
stworzyć,to create (once),,
stwórca,creator,,
styczeń,January,,
stygnąć,to cool down (repeated),,
stykać się,to adjoin (repeated),,
stypendium,bursary/grant,,
stąd,from here,,
sumienie,conscience,,
surowy,raw/harsh/severe,,
suszarnia,drying room,,
suszyć,to dry (repeated),,
suterena,basement,,
swoboda,freedom/ease,,
swobodny,unconstrained,,
swąd,stench,,
sylwetka,silhouette,,
syty,satiated,,
szacować,to estimate/assess (repeated),,
szacunek,respect,,
szafka,wall cupboard,,
szaleniec,madman,,
szaleństwo,madness/insanity,,
szalony,insane,,
szanowny,honourable,,
szał,frenzy/delirium/lunacy,,
szczególnie,particularly/especially,,
szczegół,detail,,
szczekać,to bark (repeated),,
szczeknąć,to bark (once),,
szczepionka,vaccine,,
szczery,frank/candid,,
szczerze,frankly/candidly,,
szczotkować,to brush (repeated),,
szczupły,lean,,
szczur,rat,,
szczyt,peak/summit,,
szczęka,jaw,,
szczęściara,lucky woman,,
szczęściarz,lucky man,,
szept,whisper,,
szeroki,wide,,
szew,stitch,,
szklany,glass,,
szkodzić komuś/czemuś,to harm somebody/something (repeated),,
szkło,glass,,
szlak,track/trail,,
szmata,rag,,
sznur,cord/line/lead,,
szopa,shed,,
szorować,to scrub (repeated),,
szpiegować,to spy,,
szpilka,pin/hairpin/needle or stiletto heel,,
sztuczny,artificial,,
szufelka,dustpan,,
szuflada,drawer,,
szum,hum/burble/lap,,
szyba,pane (of glass),,
szycie,sewing,,
szyfr,cipher,,
sąd,court (of law),,
sądzić,to think/suppose (repeated),,
sąsiedztwo,neighbourhood II,,
sędzia,judge (profession),,
sława,fame/reputation,,
słodzić,to sweeten (repeated),,
słoma,straw,,
słowiański,Slavic,,
słownictwo,vocabulary,,
słuchacz,listener,,
słup,pole/pylon/post/column,,
słuszny,correct/rightful/justified,,
służbowo,on business,,
służący,servant,,
słynny,famous/well-known,,
słój,jar,,
tablica,blackboard/noticeboard,,
tajemnica,(a) secret,,
tajny,secret,,
tak samo,equally/same,,
tak zwany,so-called,,
tamtejszy,local,,
tandeta,crap/tat/rubbish,,
taniejesz (tanieć),You are becoming cheaper,,
tanieję (tanieć),I am becoming cheaper,,
tanieć,to become cheaper (repeated),,
tarcza,shield/clock-face/target/disc,,
tarka,grater,,
tchórz,(a) coward,,
teczka,briefcase,,
tematyka,subject matter,,
temu,ago,,
teoria,theory,,
teraźniejszość,the present,,
termin,deadline/date,,
terminarz,calendar,,
teściowa,mother-in-law,,
teść,father-in-law,,
tkanina,fabric/cloth,,
tkanka,tissue,,
tkwisz (tkwić),You are getting stuck,,
tkwić,to get stuck (repeated),,
tkwię (tkwić),I am getting stuck,,
tlen,oxygen,,
toczyć się,to roll/trundle/wheel (repeated),,
tom,volume (of a book),,
toniesz (tonąć),You are sinking,,
tonąć,to sink (repeated),,
tonę (tonąć),I am sinking,,
topić,to drown (repeated),,
topnieć,to thaw (repeated),,
topór,large axe,,
towar,goods/commodity,,
towarzyski,gregarious,,
towarzystwo,company,,
towarzyszyć,to accompany,,
toń,depths,,
tożsamość,identity,,
tracisz (tracić),You are losing (something),,
tracić,to lose (something) (repeated),,
tracę (tracić),I am losing (something),,
traf,chance,,
trafiać,to hit (repeated),,
trafić,to hit (once),,
traktować,to treat/handle (repeated),,
tratwa,raft,,
trawnik,lawn,,
treść,content,,
troska,worry/care/concern,,
troszczyć się,"to care for, to take care of (repeated)",,
trucizna,poison,,
trud,difficulty,,
trujący,poisonous,,
trumna,coffin/casket,,
truć kogoś czymś,to poison somebody with something (repeated),,
trwać,to last/persist,,
trwałość,durability,,
trwały,durable,,
trwonić,to squander (repeated),,
trzysta,three hundred,,
trząść się,to shake (repeated),,
trzęsienie ziemi,earthquake,,
trzęsiesz się (trząść się),You are shaking,,
trzęsę się (trząść się),I am shaking,,
trąbka,trumpet,,
tuż,nearby/just,,
twierdzić,to assert/claim (repeated),,
tworzyć,to create (repeated),,
tydzień,week,,
tyjesz (tyć),You are gaining weight,,
tyję (tyć),I am gaining weight,,
tyle,so many/much,,
tylny,rear,,
tymczasem,meanwhile,,
tymczasowo,temporarily,,
typowy,typical,,
tyrać,to slave,,
tysiąc,one thousand,,
tyć,to gain weight (repeated),,
tępy,blunt/dull,,
tęsknota,a longing,,
tło,background,,
tłum,crowd,,
tłumaczyć,to explain/translate/interpret (repeated),,
tłusty,fat,,
u stóp czegoś,at the foot of something,,
ubezpieczenie,insurance,,
ubezpieczony,insured,,
ubiegły,last,,
ubierać,to dress (repeated),,
ubogi,"poor (as in, not rich)",,
ubrać,to dress (once),,
ubrudzić,to dirty (once),,
ubóść,to butt (once),,
ubłagać,to beg (once),,
uciec,to run away/escape (once),,
ucieczka,getaway/escape,,
uciekać,to run away/escape (repeated),,
uciekniesz (uciec),You will run away,,
ucieknę (uciec),I will run away,,
uciszać,to silence (repeated),,
uciszyć,to silence (once),,
uczcić,to honour (once),,
uczelnia,university/college,,
uczestniczyć,to participate,,
uczestnik,participant,,
uczta,feast,,
uczucie,feeling,,
uczuciowy,emotional,,
uczynić,to do/make something significant (once),,
uczyć się,to learn (repeated),,
uczęszczać,to attend,,
udany,successful,,
udawać,to fake/pretend (repeated),,
udawać się,to succeed (repeated),,
udać,to fake/pretend (once),,
udać się,to succeed (once),,
uderzać się,to hit/bump (repeated),,
uderzyć się,to hit/bump (once),,
udo,thigh,,
udowodniać,to prove (repeated),,
udowodnić,to prove (once),,
udręczać,to torment (repeated),,
udręczyć,to torment (once),,
udusić,to strangle (once),,
udział,participation,,
udzielać,to dish out (repeated),,
udzielić,to dish out (once),,
ufać,to trust (repeated),,
ukarać,to punish (once),,
ukazać,to portray/depict (once),,
ukazywać,to portray/depict (repeated),,
ukradkiem,furtively/steathily,,
ukraść,to steal (once),,
ukroić,to cut I (once),,
ukryjesz (ukryć),You will hide/conceal,,
ukryję (ukryć),I will hide/conceal,,
ukryty,hidden,,
ukrywać,to hide/conceal (repeated),,
ukryć,to hide/conceal (once),,
ukształtować,to shape (once),,
układ,arrangement/layout,,
układać,to arrange/align (repeated),,
ulec komuś/czemuś,to give into somebody or something (once),,
ulegać komuś/czemuś,to give into somebody or something (repeated),,
ulegniesz komuś/czemuś (ulec),You will give into somebody or something,,
ulegnę komuś/czemuś (ulec),I will give into somebody or something,,
ulewny,torrential,,
uliczny,street,,
ulokować,to place (once),,
ulubieniec,favourite,,
ulżysz (ulżyć),You are lightening/easing,,
ulżyć,to lighten/ease,,
ulżę (ulżyć),I am lightening/easing,,
umarzać,to write off (repeated),,
umawiać się z kimś,to arrange to meet with someone (repeated),,
umeblować,to furnish (once),,
umiar,moderation,,
umiarkowany,temperate/moderate,,
umiejętność,ability/skill,,
umierać,to die (repeated),,
umieć,"to know how, to be able",,
umorzony,written off,,
umorzyć,to write off (once),,
umowa,agreement/deal/treaty,,
umrzeć,to die (once),,
umysł,mind,,
umysłowy,intellectual/mental,,
umywalka,bathroom sink,,
umyć,to wash (once),,
umówić się z kimś,to arrange to meet with someone (once),,
uniesienie,elation/passion,,
uniesiesz się (unieść się),You will hover,,
unieważnienie,invalidation,,
unieść się,to hover (once),,
unikać,to avoid (repeated),,
uniknąć,to avoid (once),,
uniosę się (unieść się),I will hover,,
unosić się,to hover (repeated),,
uosobienie,epitome/embodiment,,
upadać,to fall (repeated),,
upadek,fall/downfall,,
upadniesz (upaść),You will fall,,
upadnij (upaść),Fall! (once),,
upadnę (upaść),I will fall,,
upalny,sweltering,,
upamiętniać,to commemorate (repeated),,
upamiętnić,to commemorate (once),,
uparty,stubborn/obstinate,,
upał,heat,,
upaść,to fall (once),,
upewniaj się (upewniać się),Make sure! (repeated),,
upewniam się (upewniać się),I am making sure of,,
upewniasz się (upewniać się),You are making sure of,,
upewniać się,to make sure of (repeated),,
upewnij się (upewnić się),Make sure! (once),,
upewnisz się (upewnić się),You will make sure of,,
upewnić się,to make sure of (once),,
upewnię się (upewnić się),I will make sure of,,
uplatać,to plait/weave (repeated),,
upleciesz (upleść),You will plait/weave,,
upleść,to plait/weave (once),,
uplotę (upleść),I will plait/weave,,
upodabniać,to make similar (repeated),,
upodobnić,to make similar (once),,
upokarzać,to humiliate (repeated),,
upokorzyć,to humiliate (once),,
upoważniać,to authorize (repeated),,
upoważnić,to authorize (once),,
upowszechniać,to disseminate (repeated),,
upowszechnić,to disseminate (once),,
upragniony,coveted,,
upraszczaj (upraszczać),Simplify! (repeated),,
upraszczam (upraszczać),I am simplifying,,
upraszczasz (upraszczać),You are simplifying,,
upraszczać,to simplify (repeated),,
uprawiać,to practice,,
uproszczony,simplified,,
